ID Transação,ID Cliente,Data,Valor,Categoria
1,1,2022-11-25 13:50:26.548672560,57.287427536330505,Esportes
2,1,2020-01-19 12:27:36.637168141,97.07199340552512,Alimentos
3,1,2021-12-28 12:33:58.938053096,169.10581012381087,Livros
4,1,2022-02-05 01:39:49.380530968,199.38694865538451,Roupas
5,1,2022-11-16 23:06:54.159292032,160.00228343317622,Eletrônicos
6,1,2020-04-25 12:42:28.672566372,9.842481270765422,Alimentos
7,1,2022-10-31 22:05:18.584070800,76.90706330227667,Eletrônicos
8,1,2020-10-06 12:14:52.035398228,53.20607404593595,Roupas
9,1,2022-11-02 12:50:58.407079648,193.00568791656067,Livros
10,1,2020-09-06 21:37:41.946902652,56.524638713138636,Alimentos
11,1,2022-01-01 22:30:47.787610616,188.9532871161914,Livros
12,1,2022-08-10 13:16:27.610619472,187.81591513287063,Alimentos
13,1,2022-12-18 22:35:02.654867248,168.68501102043555,Roupas
14,1,2022-11-17 12:02:07.433628320,24.123994506156937,Roupas
15,1,2022-08-04 07:23:53.628318576,5.389069461264487,Roupas
16,1,2022-06-07 22:05:18.584070800,159.80720142167414,Eletrônicos
17,1,2020-10-06 07:04:46.725663716,169.44331623029686,Esportes
18,2,2020-02-03 21:58:56.283185840,192.62543018016476,Livros
19,2,2021-12-07 02:20:10.619469024,47.584609233291935,Alimentos
20,2,2020-05-04 21:31:19.646017698,147.96356124522856,Livros
21,2,2020-09-22 09:44:04.247787608,106.2175613990829,Esportes
22,2,2021-08-21 05:05:50.442477872,69.05403001323458,Eletrônicos
23,2,2020-11-08 05:48:19.115044248,123.22674696150979,Eletrônicos
24,2,2021-06-09 07:40:53.097345128,111.89888174965328,Esportes
25,2,2021-07-27 05:35:34.513274336,61.9974078592106,Alimentos
26,2,2021-11-21 03:53:37.699115040,57.35018011570133,Esportes
27,2,2020-01-06 04:02:07.433628318,99.88314370871791,Eletrônicos
28,3,2022-09-24 13:24:57.345132736,97.43711915478548,Eletrônicos
29,3,2020-04-09 19:26:01.061946902,63.900277117759295,Livros
30,3,2020-11-04 06:11:40.884955752,56.427575817871904,Alimentos
31,3,2021-07-28 02:15:55.752212384,191.08994478248914,Alimentos
32,3,2022-05-10 01:33:27.079646016,173.16224842534916,Eletrônicos
33,3,2022-11-21 11:38:45.663716816,164.27192555778407,Esportes
34,3,2022-01-17 05:27:04.778761056,46.78533489201629,Eletrônicos
35,3,2020-11-16 23:06:54.159292036,41.911751822231224,Livros
36,3,2020-01-23 09:29:12.212389380,162.81915856812918,Esportes
37,4,2022-01-18 15:02:39.292035392,41.01149779998834,Eletrônicos
38,4,2022-12-12 14:07:26.017699104,103.18950747223205,Alimentos
39,4,2020-12-13 10:47:47.256637168,48.17724842019938,Livros
40,4,2022-05-08 05:37:41.946902656,78.72360781567966,Eletrônicos
41,4,2020-08-27 23:53:37.699115044,171.4235743448609,Eletrônicos
42,4,2022-06-15 21:18:35.044247776,178.8265769342622,Roupas
43,4,2021-01-14 20:36:06.371681416,199.35245392194975,Esportes
44,4,2022-04-17 03:09:01.592920352,189.06133460294092,Roupas
45,5,2020-07-17 15:36:38.230088494,135.89389125521836,Alimentos
46,5,2021-02-24 18:32:55.221238936,89.18656886854006,Esportes
47,5,2020-09-25 12:40:21.238938052,16.25001318192868,Livros
48,5,2020-01-23 19:49:22.831858407,123.5923921331785,Esportes
49,5,2021-08-01 07:02:39.292035392,46.08272909078891,Eletrônicos
50,5,2022-12-20 23:40:53.097345136,170.7765753467732,Eletrônicos
51,5,2022-10-18 05:54:41.415929200,112.03528147319545,Eletrônicos
52,5,2022-06-01 23:57:52.566371680,148.03282816474672,Esportes
53,5,2021-11-01 18:45:39.823008848,136.33153176397008,Eletrônicos
54,5,2020-10-22 15:51:30.265486724,72.72958240710993,Eletrônicos
55,5,2021-01-19 14:18:03.185840708,153.0217797914617,Roupas
56,5,2021-12-02 03:28:08.495575216,169.45817255445888,Eletrônicos
57,5,2022-12-22 06:41:24.955752208,150.10543509188562,Roupas
58,5,2021-02-08 17:31:19.646017696,156.47732216323791,Alimentos
59,5,2021-06-25 21:37:41.946902656,75.20303023501266,Esportes
60,6,2020-06-27 09:48:19.115044248,189.01914688590622,Roupas
61,6,2020-07-19 06:22:18.053097344,87.79156307943484,Esportes
62,6,2020-07-18 20:02:07.433628318,179.92479261656055,Esportes
63,6,2020-12-16 03:23:53.628318584,172.27283101256305,Livros
64,6,2020-12-17 00:04:14.867256636,29.24454019879354,Roupas
65,6,2021-02-05 06:49:54.690265484,193.4227591203654,Eletrônicos
66,6,2021-11-11 16:29:44.070796456,199.28662864975718,Livros
67,6,2020-03-05 01:31:19.646017699,123.19857076215513,Roupas
68,6,2021-08-27 18:43:32.389380528,157.70645991768987,Roupas
69,6,2020-10-18 05:54:41.415929204,187.0689723226042,Alimentos
70,6,2022-09-06 03:32:23.362831856,8.90475614157785,Eletrônicos
71,6,2020-07-17 02:41:24.955752212,186.34805473810638,Alimentos
72,6,2022-08-25 09:52:33.982300880,127.33639686302604,Esportes
73,7,2021-10-17 11:49:22.831858408,166.54899807201022,Eletrônicos
74,7,2021-01-29 01:41:56.814159292,110.44084323887529,Alimentos
